ID_COMMENT,ID_BOOK,ID_USER,RATE,DATE_POST,REVIEW_CONTENT
473,36989101,8295340,4,Jun 14 2018,"Trời ơi tui thích mấy lời thoại trong cuốn này kinh khủng"" ...Vào một ngày hè chuẩn bị lên lớp 7, tôi chạm tay vào tay nhỏ Thắm:_ Thắm này_ Gì hở Đăng ?_ Anh Thắng ấy mà !_ Anh Thắng sao ?_ Bao giờ anh ấy cưới cô Sa hở mày ?_ Sao Đăng không hỏi bạn Ngọc ?Tôi đưa mắt nhìn chiếc áo xanh và đôi giày xanh của nó, mỉm cười :_ Tao muốn hỏi mày hơn._ Tại sao ?_ Tại tao muốn hỏi một cây chuối non ...._ Đăng thích chơi với cây chuối non hơn hả ?_ Mày biết thừa mà còn hỏi!... ""Thêm một điểm tui thích ở cuốn này nữa là cách bác Ánh thể hiện những nhân vật xấu tính, thói gia trưởng, quan liêu, cha mẹ đặt đâu con ngồi đó, ... mặc dù ban đầu làm người đọc thấy khó khịu với những con người đó, nhưng nhờ những hoàn cảnh mà bác đặt vào truyện, người đọc một lần nữa nhìn lại từng nhân vật và nhận ra rằng hành động nào cũng đều có nguyên do của nó, ai cũng có nỗi khổ riêng, và cha mẹ nào cũng thương yêu con cái. Và rằng bác cũng đang ngầm thể hiện về tình trạng chung về vấn đề gia đình của thế hệ ngày trước, đặc biệt ở các vùng quê.Mà bác Ánh có vẻ thích viết những cốt truyện lắc léo quanh co thì phải, và đặc biệt cuốn này thì nó quanh co cực. Cảm xúc cứ bị tưng lên lặn xuống theo từng tình tiết của truyện.Xét cho cùng thì bối cảnh, nhân vật, nội dung đều không nhiều mới lạ so với nhiều sách trước của bác như Ngồi khóc trên cây, Tôi thấy hoa vàng..., Bảy bước tới mùa hè,... nhưng bác vẫn có cách làm người ta nghiền ngẫm truyện của bác, và xét cho cùng thì ngay từ ban đầu bác được yêu mến cũng chính bởi những thứ quen thuộc ấy mà đúng không. Nên ai chán thì chán, mình đây vẫn chưa chán sách của bác Ánh đâu . ^^"
474,36989101,10081838,4,Aug 04 2019,"Một câu chuyện nhẹ nhàng và vô cùng đáng yêu. Mình đọc nó sau khi thi học kỳ 2, nó là một làn gió làm dịu mát tâm hồn mình. Chưa bao giờ mình đọc một cuốn sách mà cảm thấy bình yên đến vậy. Sự trong sáng của tình bạn giữa Đăng và Thắm để lại trong mình một xúc cảm rất lạ. Mình ngưỡng mộ, mình ngắm nghía thứ tình cảm đáng quý đó, mình nâng niu nó như một báu vật. Và có lẽ lý do bác tác giả đặt tên cho tựa sách là ""Cây Chuối Non Đi Giày Xanh"" cũng đến từ những điều vô cùng nhỏ nhặt mà mình không ngờ tới. Mình yêu cuốn này vô cùng. Một cuốn đáng để đọc và chiêm nghiệm. Giữa bộn bề cuộc sống mà bạn vớt được cuốn này, mình chắc là nó sẽ phần nào làm bạn cảm thấy lòng mình được thanh lọc và yên bình hơn. Nó sẽ cho bạn một xúc cảm mà không thể diễn tả bằng lời. Hihi, nó là một trong những cuốn sách mà mình tâm đắc nhất :winking_face: Bìa cuốn sách rất chi là đẹp, và giấy cũng khá thơm và mịn. Nói chung là sướng lắm hihi. Có điều giá thành hơi mắc :3 nhưng mình thấy rất đáng. Mặc dù cuốn này mình được tặng sinh nhật :))Okay mình chúc các bạn sẽ có một trải nghiệm tốt đẹp với cuốn sách này :smiling_face_with_heart-eyes:"
475,36989101,5399161,5,Feb 19 2018,"Vẫn cốt truyện và các nhân vật na ná quen thuộc của văn phong chú Ánh nhưng không hiểu sao đọc vẫn thấy hay và êm đềm quá chừng. 0.5 sao cho bản in của nxb Trẻ, giấy in mướt rượt, thơm, bookmark, bìa và tranh minh họa quá đẹp luôn"
476,36989101,5273259,5,Mar 14 2018,"Đúng chất NNA, có hơi tý phản phất Mắt Biếc, xém tý thì thành Ngạn =)). Đoạn break point đó cười muốn chết, vừa vui, hay và ai chê thì kệ họ đi =))"
477,36989101,6864183,4,Feb 05 2018,"Lần thứ hai đọc truyện bác Ánh. Mình mua bản bìa cứng nhé đẹp lắm, được tặng 1 postcard 1 lịch"
478,36989101,8706477,5,Dec 18 2018,Vui tươi và cũng rất ý nghĩa :smiling_face_selector::smiling_face_selector::smiling_face_selector:
479,28961874,4249273,3,Mar 23 2016,"Nhiều người nức nở truyện này vì nó nói chuyện chó ló chuyện người. Mình thì nghĩ hầu hết các truyện viết về chó đâu phải chỉ để viết về chúng nó đâu? :)) Có khi sách viết về chó chỉ để kể chuyện chó còn đáng để nức nở hơn. :))Vẫn đáng yêu, nhưng không đặc sắc. Có khi mình đọc quyển này vào cái tuổi mình đọc Tôi là Bêtô thì mới thích được. XD Hai sao cho sách. Cộng một sao vì mình thích Batô :*"
480,28961874,5193324,4,Jan 16 2017,"Bọn chó trong này đáng yêu quáaaaaNếu không kể đến cuốn Cho tôi xin một vé đi tuổi thơ mình đọc từ lâu lắm rồi, hình như là đầu cấp 2, đến nỗi giờ hầu như không nhớ được gì, thì có thể coi đây là cuốn đầu tiên của Nguyễn Nhật Ánh mà mình đọc. Cũng ổn đấy chứ. 5 con chó mỗi con đều có những tính cách đặc trưng riêng. Nhất là con Pig, mình thích nó quá đi mất, rõ ràng là dũng cảm có thừa, sức chiến đấu cũng không kém, mà không thèm nhìn đến vị trí thủ lĩnh, bình thường lại hiền lành quá đỗi. Trước mình vừa đọc cuốn Trần Khánh Dư, chữ nhỏ lại dày, khổ giấy thì to xong chuyển sang cuốn này chữ to dãn dòng lớn, khổ sách lại bé nên dễ thở hơn hẳn. Lối viết lại đơn giản nên dễ hiểu, đọc cứ băng băng. Vốn lúc đầu định rate 3* mà lại tăng, biết sao được, cứ động đến chó mèo là lòng mình lại mềm như bún."
481,28961874,6497635,5,Apr 08 2018,"Một cuốn sách nhẹ nhàng, hồn nhiên, có thể đọc xong chỉ trong vòng vài tiếng. Dễ hiểu vì sao bao nhiêu năm rồi Nguyễn Nhật Ánh vẫn là nhà văn được yêu mến nhất và được nhiều bạn đọc biết đến nhất tại Việt Nam với những con số ấn tượng về doanh thu sách bán ra. Như trong cuốn sách này, chứa đựng nhiều điều sâu sắc, được tác giả truyền đạt khéo léo qua những câu chuyện giản dị, chân thật nhưng thấm tình người (và tình..chó). Với giọng kể và cái nhìn của một chú chó, cuốn sách vừa hồn nhiên, ngây thơ nhưng làm cho mình phải tự dừng lại ngẫm nghĩ thật nhiều. Trong truyện có hai đoạn mà mình thích nhất. Một là đoạn khi con Pig đánh nhau với hai con chó hoang để bảo vệ cho Batô, Haili và Suku và do đó phải trải qua một hoàn cảnh nguy hiểm đến tính mạng. Mình đã rất sợ Pig sẽ ko qua khỏi, tâm trạng mình trở nên vô cùng lo lắng theo mỗi câu văn miêu tả tình trạng của Pig. Thứ hai là phần cuối chương ba, ngay trrước chương bốn, khi chú chó kể chuyện tường thuật lại việc Pig là một chú chó đặc biệt ra sao, và những chú chó trong nhà đã chấp nhận việc đó như thế nào (và chuyện đó diễn ra mà ko có sự đố kỵ, như thường thấy ở con người). Một số câu mà mình thích trong sách: ""Thay thế sự khâm phục bằng sự ghen tị thường là không giải quyết được gì, ngoài việc sự ghen tị sẽ quay lại đầu độc và thôn tính chính mình. Để cuộc sống không trở thành gánh nặng, đôi khi chỉ cần suy nghĩ giản dị thế thôi.""""Trong từ điển của loài chó không có từ ""phản bội"".""""..nó cảm thấy quyền lực chỉ là thứ phù phiếm so với sự bất trắc của cuộc sống, đặc biệt là so với tình bạn giữa năm đứa tôi.""""Nhìn chung, xã hội loài chó cũng không khác lắm xã hội loài người[...]. Nhưng khác với con người, bọn tôi bao giờ cũng kịp giải quyết những vấn đề của mình trước khi nó mưng mủ và trở thành bất trị.""""Ở đời có những ý muốn chỉ nên chôn chặt nơi đáy lòng thôi em."""
482,28961874,7001529,4,Jun 25 2018,"Thật ra trước giờ văn chú Ánh không phải là loại văn cầu kì, đặc sắc, nếu không kể nhiều năm trở lại đây bạn bè mình bảo sao mà các tác phẩm của chú dạo này có vẻ một-màu quá, đọc một hai cuốn thấy bình thường, đến cuốn thứ ba thì ngán.Nhưng mình vẫn dành rất nhiều tình cảm cho tác phẩm này của chú, vì mình đã yêu thương <iTôi là Bêtô<i từ khi còn bé, và đây giống như là một phần tiếp nối vậy. Mình đồng ý là không có gì đặc biệt, không có đột phá nốt, nhưng khi mọi người sống ào ào để về nhà và nằm đọc quyển này, và sẽ đặc biệt hơn nếu nhà mọi người nuôi vài ba bạn chó, mọi người mới biết để sống đơn giản và cảm thấy cuộc sống này đáng yêu từ những điều bình dị như vậy, như nhìn con chó con mèo nhà mình nô nghịch trước hiên nhà, còn khó hơn là nhìn thấy một cái gì vĩ đại mà không thật.Mình không recommend cuốn này cho ai cố tìm những cuốn sách có nội dung chặt chẽ, logic, có giá trị nghệ thuật cao, phong vị đậm đà vân vân mây mây, mình chỉ khuyên khi nào bạn quá chán cái thế giới loài người đã làm bạn mệt mỏi đến khổ sở ra rồi, thì đứng nghĩ gì cả và đọc thôi."
483,28961874,6865010,4,Jul 07 2018,"*Review 11 : Con chó nhỏ mang giỏ hoa hồng - Nguyễn Nhật ÁnhLại tiếp tục là một cuốn sách cực kỳ dễ thương về động vật của Nguyễn Nhật Ánh. Cũng như Có hai con mèo ngồi bên cửa sổ, cuốn sách đã làm tôi thực sự thấy hài lòng và thích thú.Con chó nhỏ mang giỏ hoa hồng là một bức tranh đầy màu sắc về gia đình nhà chị Ni cùng với năm chú chó nhỏ nhỏ xinh xinh qua cái nhìn của nhân vật tôi - chính là một chú chó tên là Batô : Suku ""thiên thần"" - con chó đực duy nhất trong đàn, nó béo ục ịch đến mức báo động nhưng lại có vẻ ngoài với đôi mắt thiên thần có thể hạ gục bất cứ ai; Haili - một chú chó thông minh, có vẻ khá là chảnh chọe; Êmê - một con chó cứng đầu, ""nó không muốn cai trị ai và cũng không muốn ai cai tị nó""; Pig - một con chó săn nhưng lại rất hiền lành và cuối cùng là Batô - nó tự cho mình là con chó xấu nhất đàn.Với năm chú chó ấy, có vẻ như không một ngày nào là nhà chị Ni không có chuyện, không một ngày nào là yên bình. Hết chuyện này đến chuyện khác, hết con chó này tới con chó khác nghịch ngợm. Những sự việc ấy tưởng chừng như bé nhỏ thế thôi nhưng lại đi vào lòng người. Truyện của Nguyễn Nhật Ánh luôn như vậy, dễ thương, bình dị khiến con người ta thấy rất đỗi thân thương, rất giản đơn thế, nhưng lại rất đẹp đẽ trong cuộc sống. Gấp lại cuốn sách Con chó nhỏ mang giỏ hoa hồng, ta sẽ hiểu được cuộc sống của loài chó. “Nếu bạn đối xử với con chó như một con người, nó sẽ đối xử với bạn như một con chó”.Điểm (hết sức chủ quan) : 7.75/10"
484,28961874,2126468,4,Jul 31 2018,"Một cuốn sách nhẹ nhàng dễ thương, minh hoạ cũng cực kỳ đẹp. Chuyện kể về năm chú cún, nhưng đâu đó thoáng qua mình lại thấy đó là chuyện giữa người và người với nhau. Điểm trừ là sách in khổ chữ hơi to, phần chữ nếu so với phần mép giấy thì lại cách xa nhau quá, thành ra 260 trang này mà format lại khổ chữ bình thường và căn mép lại một tẹo, chắc còn không đến 200 trang đâu.Nhưng dẫu sao thì nó cũng là một quyển sách đáng yêu."
485,28961874,2178413,3,Apr 15 2017,"Mua đơn sách lớn nên được tặng quyển này chứ trước giờ k hợp văn của Nguyễn Nhật Ánh. Biết là mượn chó kể chuyện người nhưng người đọc có thể dễ dàng tự hiểu thay vì cứ thấy dòng chữ "" con người cũng vậy..."". Hoặc đây đúng hoàn toàn là sách cho trẻ con chứ k phải cho cả những ai từng là trẻ con."
486,28961874,1823612,4,Jan 29 2020,"Truyện ngắn, vui vẻ, dễ thương về tính cách và cuộc sống của 5 chú chó trong 1 gia đình nhỏ."
487,28961874,4979891,5,Mar 06 2016,"Khi nhìn vào tựa sách, tôi đã muốn đọc nó ngay, vì đó là chuyện có liên quan dến loài chó, và vì tôi yêu chó. <pCâu chuyện kể về năm chú chó, mỗi chú có những đức tính tốt và cả những tật xấu. Nhưng tựu chung, ở chúng có lòng trung thành đối với chủ của mình. Sự khéo léo của tác giả được thể hiện qua việc dẫn dắt người đọc từ sự không ưa chú chó đó đến bật cười vì hành dộng đáng yêu, khâm phục trước tài năng tuyệt vời, đức tính tốt đẹp, lo lắng cho sức khỏe của chúng và cuối cùng đọng lại trong tim mỗi người đọc là niềm yêu thương, tình cảm chân thành, sự thấu hiểu loài chó - người bạn của con người."
488,28961874,8757957,1,Feb 18 2019,"Sài Gòn _ Thứ 2 ngày 18 tháng 2 năm 2019Nếu bạn yêu quý một ai đó, thì bạn nên qtam đến sức khoẻ của họ trc những chuyện khác. ( Nghe câu này xong nhớ Bà, lúc nào call câu đầu tiên cũng là hỏi thăm sức khoẻ, ""Sao, có khoẻ không???"")Vì nếu con ngta biết yêu thương một con chó, thì hiển nhiên ngta sẽ biết yêu thương con ng, xh nhờ vậy mà bớt đi những cn đau lòng.Nếu bạn đx với con chó như một con Người, thì nó sẽ đx vs bạn như một con Chó..............Chuyện nhạt ơi là nhạt bà con ạ. Tớ rất yêu động vật đặc biệt là Chó Con, nhưng bác Ánh moeu tả chả mấy đặc sắc.1 star xem ra vẫn nhân nhượng :))))"
489,28961874,2524762,4,Mar 17 2016,"Thực ra, mình định rate 3.5 :white_medium_star: thôi"
490,28961874,11919911,4,Aug 03 2020,"Một thế giới của những chú chó với sự xuất hiện ít ỏi của con người. Đây có lẽ là cuốn truyện đặc biệt nhất trong số những tác phẩm của Nguyễn Nhật Ánh mà mình từng đọc. Vì là một cuốn sách dành cho trẻ em nên một chút triết lý được viết ra trong truyện cũng khá ngây thơ đến buồn cười: ""Bất cứ một con chó con hay một đứa bé con nào cũng vậy, ở nhà bị anh chị ức hiếp, đến trường bị bạn bè bẹo tai đá đít, con cún đó (hay đứa bé đó) sớm muộn gì cũng bị tự kỷ, hễ thấy bóng ai lại gần là sợ hãi vãi cả linh hồn.Thế nhưng lại cũng có những đoạn khiến người-lớn-hơn-người-bé phải suy nghĩ: “Nếu bạn đến với chúng tôi bằng tình yêu thì bạn sẽ có tất cả tình yêu lẫn tình bạn, còn ngược lại bạn sẽ mất tất cả tình bạn lẫn tình yêu”. Đó là suy nghĩ của tôi, một con chó xấu xí. Còn nữ diễn viên xinh đẹp nổi tiếng người Mỹ Martha Scott nói như thế này: “Nếu bạn đối xử với con chó như con người, nó sẽ đổi xử với bạn như một con chó”Hãy đọc nó khi bạn ước muốn một chút dịu dàng và hài hước"
491,28961874,6602029,4,Mar 14 2018,Cái nhìn về cuộc sống thông qua câu chuyện về những chú chó.
492,28961874,4343707,3,Feb 08 2016,"Một lần nữa, sau Tôi là Bêtô, bác Ánh lại đóng vai người ghi chép câu chuyện theo lời kể của một chú cún :)) Điều ngộ nghĩnh là, trừ Pig ra, những con cún còn lại đều được đặt tên theo các nhân vật của Chuyện xứ Langbiang: Suku, Êmê, Hailibatô ;)Thông qua những mẩu chuyện ngắn ngắn do cún Batô kể lại, người ta có thể hình dung được thế giới của loài chó, và nó không khác mấy so với thế giới loài người. Con Haili muốn ngoi lên cầm đầu, thống trị bằng mọi giá. Con Êmê có tinh thần cách mạng, dù sức yếu nhưng không chịu khuất phục trước Haili. Con Suku nhìn ngoan hiền thánh thiện ngây thơ mà ngờ đâu lại là một đứa cực kỳ tráo trở, có thể quay ra cắn người ta không vì lý do gì. Con Pig có sức mạnh của loài chó săn dũng mãnh, nhưng lại sợ hãi trước đòn “lấy thịt đè người” của Suku cũng như những cú táp của Haili đầu gấu. Còn Batô là con cún hết sức bình thường, cả về dung mạo, sức mạnh và tính cách. Mình thấy cuốn này mang hơi hướng của Tôi thấy hoa vàng trên cỏ xanh, là nhiều câu chuyện nhỏ hợp thành chứ không phải là một câu chuyện dài. Văn phong của bác vẫn nhẹ nhàng và dễ thương như thế, nhưng có vẻ như vì mình không thích chó nên thấy sách có vẻ không hay lắm. Nói chung là, mình mua sách vì mình yêu thích tác giả thôi, còn có thích cuốn sách hay không thì còn phải nghĩ đã :)))Rate 7.5/10 nhé."
493,28961874,1557655,4,Mar 30 2016,"Thêm 1* vì tình yêu chó của chú ấy.Dù ở tuổi nào, đọc truyện chú ấy cũng thấy thú vị. Và câu chuyện này cũng vậy. Thú vị hơn cả là cách chú ấy mượn chuyện chó để nói chuyện người, không hề khiên cưỡng và giáo điều xíu nào."
494,28961874,6245044,3,Dec 12 2016,Những trang viết thật và trần trụi đến nỗi nhiều khi tôi cứ tưởng đây phải là một con người chứ không còn là Batô nữa. Cốt truyện nhẹ nhàng đơn giản cho ta thêm yêu loài vật xung quanh mình . Tuy không hay như những truyện trước.
495,28961874,6902739,2,Jun 30 2017,Huhu. Bít có người bác hay đọc truyện NNA nên lúc nó mới ra mua đi tặng lun. Xong 1 time qua nhà thằng cháu nó kêu: chị tặng cuốn này đọc dở ẹc z? Bác thì cười cười kêu cũng được mà. Hơi hoang mang nên đi mượn 1 cuốn để đọc. Ai dè dở thiệt. Hix
496,28961874,8770100,-1,Oct 06 2018,hay
497,28961874,7541232,5,Jul 09 2019,"Đọc lần 2 rồi mà vẫn đáng yêu đến lạ. Vẫn phong cách quen thuộc của Bác Ánh, vẫn một giọng văn đều đều, vẫn khung cảnh bình yên qua lăng kính của Bato. Đây là quyển sách sau quyển Tôi là Beto - quyển sách giúp mình khám phá ra một khía cạnh mới của nhà văn Nguyễn Nhật Ánh ngoài những câu chuyện về tuổi thơ. ""Con chó nhỏ mang giỏ hoa hồng"" không thực sự bình yên như khung trời của vùng quê một ngày nắng hạ. Qua lăng kính và lời kể của Beto được tác giả ghi lại, cuộc sống của 5 chú chó trong nhà chị Ni cũng có những thăng trầm, xung đột khó tránh khỏi, hệt như xã hội loài người vậy. Suku hay tỵ nạnh, có dáng vẻ đáng yêu nhưng tính khí khó lường, Haili nuôi nấng tham vọng được làm đầu đàn, buộc mọi người phải phục tùng, Eme sống chết với qui tắc của bản thân ""không cúi đầu trước ai và cũng không cần ai cúi đầu trước mình"", Pig luôn nhút nhát do bị chấn động tâm lí lúc nhỏ nhưng lại có những đòn tấn công chí mạng mà đối thủ không thể ngờ được, cuối cùng là con chó kể chuyện - Bato, chú chó chịu nhiều thiệt thòi do không có đặc điểm gì nổi trội ngoại trừ ưu điểm biết đi ị đúng nơi đúng chỗ. Quyển sách miêu tả đơn giản cuộc sống của 5 chú chó đáng yêu này, những sinh hoạt thường nhật cho đến cuộc chiến tranh ngôi vị cầm đầu hay trận đấu một mất một còn với 2 con chó dại ngoài đường. Tất cả được kể lại một cách đơn giản nhưng không tẻ nhạt, một giọng văn mang nét hồn nhiên của chính những con chó. Song song đó những bài học được tác giả lồng ghép vào một cách tài tình làm cho người đọc phải cảm thấy chột dạ. Đọc quyển sách để thấy đời còn nhiều yêu thương lắm, đặc biệt giữa một con vật được gắn liền với đức tính ""trung thành"" như loài chó. Mình rất thích cảnh cả nhà đưa 4 con chó đi bác sĩ thú y để chữa vết thương sau trận chiến ác liệt và còn cả cảnh ba chị Ni và chị Ni ngồi lặng lẽ bên con Pig, tưởng chừng như đấy là những phút giây cuối đời của nó.Sáng nay mình vừa mới kể chuyện chị kia bỏ ra vài chục triệu để chữa bệnh cho con chó của chị, trong lúc nó nguy kịch nhất chị không hề tiếc rẻ đồng tiền. Nhưng rồi mẹ bảo mẹ sẽ không bao giờ làm thế, vì con chó không thể làm gì mang lại giá trị thực cho mẹ sau này. Mình không đáp. Vì mình hiểu được, đơn giản là mỗi người chúng ta có những quan niệm chủ quan riêng, nếu mình cứ cố gắng phân tích lại là tình yêu thương chính là sự đáp trả vô giá của bọn chúng thì mẹ cũng sẽ có cách khác để phản bác lại thôi. Thế nên mình vẫn yêu chúng, yêu những chú chó có đôi mắt hồn nhiên đến lạ, yêu những tâm hồn không vị kỉ, đáng sợ như con người, yêu cả tính khí bất thường của chúng (như tật hay cau có, gầm gừ của Enter nhà mình), đơn giản vì sao, vì chúng xứng đáng được yêu thương, thế thôi."
498,28961874,7125291,4,Nov 03 2019,"4/5 sao ... Giải trí nhưng cũng không có gì đặc sắc.Mình không nghĩ là sau khi bộ phim ""Tôi thấy hoa vàng trên cỏ xanh"" được chiếu và góp phần nâng tên tuổi của Nguyễn Nhật Anh lên hàng top tác giả sách bán chạy, bác ấy lại cho ra hàng một quyển sách như này, một quyển sách về chó.Nói ""không nghĩ"" là bởi mình nghĩ bác vẫn nên viết chuyện người thôi, để giữ được cái lửa của phim chuyển sang (""Ngày xưa có một chuyện tình"" hay ""Cây chuối non đi giày xanh"" đều khá đặc sắc). Viết về chó thì cũng ok, nhưng nó cũng không hay bằng cuốn trước cũng về chó của bác là ""Tôi là Bê tô"" (Cuốn sách đưa mình đến với văn của Nguyễn Nhật Ánh). Có nhiều tiếng cười giải trí nhưng nó cũng qua nhanh thôi và không để lại suy nghĩ gì nhiều. Mình cho 4 sao là vì dư âm của những tiếng cười và tâm trạng vui vẻ vẫn còn đang vọng lại.Điểm cộng thì nhiều: bìa và tranh minh họa (quá) đẹp (không còn nét vẽ ngờ nghệch của họa sĩ Hoàng Tường), sách ngắn được một tí và khổ sách còn nhỏ nên đọc tầm 2 tiếng là xong.Cảm ơn bác Ánh đã cho mình thêm một cuốn sách để mình hoàn thành mục tiêu đọc trong năm nay nhé. ----------------------------------------------------------------Well, this is easily his most forgettable book. After the massive success of ""I see yellow flower on green grass"", who would have thought he would break the market with something like this, a book about dog ??? Thank god I didn't buy this book. Don't get me wrong, writing about dog is still okay as long as it is still original and thought-provoking (like some other works of his). ""I am Beto"" is 10 times better than this in terms of those criteria. I personally think this book failed me, but number-wise, it is a massive success with over 100.000 copies printed in the first place. Why i still gave it 4 stars? Based solely on my enjoyment level, there were some seriously funny scenes and I broke out laughing. I don't think those funny moments will last long in my head, but I have a good time, so I don't want to be so harsh with the rating"
499,28961874,6811892,5,Aug 22 2019,"Mình thấy đây là một cuốn truyện dế thương về loài chó. Thật trong vắt, đáng yêu. Nhưng cũng lắm cảnh ""tưng bừng"" dỡ khóc dỡ cười, ẩu đả, yêu thương, tranh giành, thấu hiểu... tất cả được lột tả một cách chân thực qua ngòi bút của nhà văn Nguyễn Nhật Ánh.Năm chú chó với năm tính cách, ngoại hình, lai lịch khác nhau sống trong cùng một mái nhà. Suku thiên thần với ánh mắt ngây thơ ngơ ngác và thân mình to lớn, lại tội hay cắn người và mắc cái tật ""nhớ con người"". Haili thì ham quyền lực và muốn ra oai. Êmê như kẻ bất cần đời, không chịu sự thống trị của Haili và cũng không thèm thống trị ai cả , nhưng cũng là đứa lãng tử có máu nghệ sĩ. Pig là nhỏ chó săn nhút nhát, biết hưởng thụ cuộc sống cũng là đứa trong lúc hiểm nguy mới lộ tính ""anh hùng"" nhất bọn và là ""bác sĩ"" tự chữa bệnh cho mình khi thỉnh thoàng vặt lá cây ăn. Batô- nhỏ kể chuyện, không có gì nổi trội nhưng là đứa biết quan sát, thu mình lại nên ánh mắt mở rộng để nhìn đời hơn. Mỗi đứa mỗi cá tính riêng nhưng khi đứng trước cảnh thập tử nhất sinh của Pig, bọn nó thật đáng yêu và nương tựa nhau, buông bỏ mọi tranh dành hiềm khích vì đại cuộc. Thật ngưỡng mộ.Vừa đọc sách mình vừa nhớ lại nhỏ Lem, Bo, Muối, Múp khi còn ở Midori. Mình là đứa lúc nhỏ bị chó cắn nên sợ chó. Nhưng từ khi sống với Lem và Bo, mình dần dần thấy thích tụi nó hơn. Càng quan sát tụi nó càng thấy thế giới tụi nhỏ cũng không khác chúng ta là mấy. Đọc truyện này xong lại càng thấy yêu tụi nó hơn. Nhớ tụi nó quá. Mình thích nhất hình ảnh Ê mê mang giỏ hoa hồng đến tặng cho ba chị Ni với ánh mắt thân thương như một lời biết ơn. Và thật sự cảm động trước hình ảnh Haili và Êmê nằm hai bên cạnh Pig khi nó như sắp không qua khỏi vì bị thương khi ẩu đả với 2 con chó hoang ngoài phố. Hơn thua được gì khi đứng trước cảnh có thể sẽ mất đi một người ta yêu thương. Quyền lực cũng chỉ là phù du. Thật sự rất đáng yêu.Và đâu đó qua câu chuyện cho ta đôi lần nghĩ về thế giới con người, những mối quan hệ quanh ta. Đúng như Batô nói (qua lời kể của nhà văn Nguyễn Nhật Ánh): thế giới loài chó cũng giống thế giới loài người."
500,28961874,4764641,5,Dec 16 2017,"Mình luôn rất thích những mẩu chuyện của bác Ánh. Mỗi câu chuyện đều có thiên hướng vẽ ra một cái đẹp, từ một góc nhìn khác. Đơn giản, là mình đã chọn góc nhìn nào cho từng vấn đề thôi.Mình thích truyện của bác Ánh cũng vì, đó là mẫu truyện luôn có cảm xúc. Dù buồn, hay vui, nhưng mình tìm được đâu đó hình ảnh của mình.Mình thích truyện của bác. Lẽ nữa là vì bác luôn dùng động vật làm vitamin. Mình dù không thích nuôi chó mèo lắm, nhưng cơ bản rất thích chơi đùa và cực kỳ ghét những hành động tổn thương chúng..Về tập truyện này của bác. Mình nhìn thấy mình, những người xung quanh mình thông qua những con cún trong bài. KHông phải là coi người giống loài vật ấy, mà ý mình là, nhìn chung về tính cách của mỗi người - đều đáng trách, đáng quý như cách bác Ánh mượn 5 con cún trong bài vậy.. Dù là Suku, Pig, Eme, Haili hay Bato - nhân vật tôi trong bài thì đều ẩn dụ cho kiểu tính cách con người. Nếu ở Suku, mình nhìn thấy việc xù lông với cả những người vốn rất yêu thương mình như một kiểu phòng vệ dễ thấy, nhưng khi một mình cùng Dì Tám, âu cũng sẽ đơn giản là 1 chú chó muốn được yêu thương, vỗ về. Thì mình lại thấy ở Pig một sự vững chãi, đáng tin, dù sống cùng 1 tý sợ hãi từ thời bé tí tẹo nhưng Pig vẫn tỏ ra một người có thể bảo vể đồng loại. Ở Eme, tôi thích sự quả cảm ra mặt đối với những thứ bất bình. Cưng ghê. Tôi lại khá đồng cảm với tính háo thắng, nhưng nhánh chóng thay đổi của Haili. Đối với Bato, tôi ngưỡng mộ góc nhìn sâu sắc, im lặng nhưng tường tận mọi vấn đề. Đôi khi tưởng chừng bị thế giới bỏ quên vì tầm thường - nhưng thực ra - có ai phi thường hơn họ?."
501,28961874,7109886,3,Sep 05 2017,"It's about 5 dogs in a family. Each of them has different features and personalities. Suku is a lovely boy with naive eyes that knock out human's heart immediately. But he has a bad habit that is beating people uncontrollably, even someone who strokes him. Haili is a beautiful lady who really likes power in their house. She wants to occupy the important position by snatching Suku's bone and makes him go away. Therefore, other dogs scared of her, except Eme.Eme is undaunted and she doesnt want to be controlled by anyone although she is so young. So she fights with Haili and people have to prevent them hard. Pig is a hunting dog but she is really good-natured. She has a skill that is gnawing one's throat but she just uses it when joking with her friends. Especially, she can find out who is bad guest and barks continuously to warn her owner. But they have the same feature that is loyalty, forever. Betrayal doesnt exist in their dictionary. Someone said that: If you treat a dog like a human, it will treat you like a dog."
